id,cost,talktime,validity,comments
14199,14,,28 days,Local onnet 5 paise/SMS other @ 15 paise/SMS; Validity 28 days
14200,39,,28 days,500 SMS (Local + National)
14201,45,,28 days,550 Local + National SMS
