id,cost,talktime,validity,short description,long description
16801,36,,28 days,Recharge of Rs. 36 by Vodafone,"Reduced ISD rates for multiple countries Canada/America 1.99/min China,New Zealand, Singapore 2.99/minBahrain, Bangladesh, Indonesia, Italy, Malaysia, Thailand 3.99/minSri Lanka 5.50/minAustralia, Bhutan, Kuwait, Pakistan, Russia, Saudi Arabia, UAE, Nigeria 6.99/minNepal 7.50/minPhilippines, Qatar, Britain, Yemen, Iraq 8.50/minAfghanistan, Oman 12.99/minMaldives 34.99/min"
16802,61,,25 days,Recharge of Rs. 61 by Vodafone,ISD US 1p/Sec
16803,575,,1 day,Recharge of Rs. 575 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16804,673,,10 days,Recharge of Rs. 673 by Vodafone,"Incoming calls @ Rs 39/min, Data @ Rs 39/MB, Outgoing within visited country @ Rs 19.5/min, Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
16805,1151,,2 days,Recharge of Rs. 1151 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16806,1684,,30 days,Recharge of Rs. 1684 by Vodafone,"Incoming calls @ Rs 39/min, Data @ Rs 39/MB, Outgoing within visited country @ Rs 19.5/min, Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
16807,1725,,3 days,Recharge of Rs. 1725 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16808,2301,,4 days,Recharge of Rs. 2301 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16809,2875,,7 days,Recharge of Rs. 2875 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16810,4025,,10 days,Recharge of Rs. 4025 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
16811,5751,,30 days,Recharge of Rs. 5751 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries --  FREE incoming calls, outgoing calls at Rs1/min -- Data at Rs1/MB -- Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
