id,cost,talktime,validity,comments
16764,7,,1 hour,Unlimited V2V Local -- 
16765,15,,1 day,22 Local/STD Mobile Minutes
16766,19,,28 days,All STD mobile calls @ 50p/min. Landline Calls(Local+STD) @2.5p/sec.
16767,28,,28 days,All Local + STD mobile calls @ 1.2p/sec. Landline Calls(Local+STD) at 2.5p/sec.
16768,29,,3 days,105 Local Vodafone to Vodafone Minutes
16769,33,,14 days,All Local Mobile calls @ 45p/min.Landline Calls(Local+STD) at 2.5p/sec.
16770,34,,28 days,All local Vodafone to Vodafone mobile calls @10p/min for 28 days. Landline Calls(Local+STD) at 2.5p/sec.
16771,39,,28 days,All Local mobile calls @1p/sec -- Local + STD Landline Calls @2.5p/sec.
16772,45,,28 days,All Local Mobile Calls @ 30p/min -- Landline Calls (Local+STD) @2.5p/sec.
16773,47,,60 days,All Local + STD Mobile calls @ 1.2p/sec.Landline Calls(Local+STD) at 2.5p/sec.
16774,51,,42 days,All Local Mobile Calls @ 40p/min -- Landline Calls (Local+STD) @2.5p/sec.
16775,53,,21 days,All Local Mobile calls @ 40p/min.Landline Calls(Local+STD) at 2.5p/sec.
16776,55,,7 days,90 Local/STD Mobile Minutes
16777,63,,20 days,"All Local calls @30p/min, 1st minute of day @ Re1 -- Landline Calls (Local + STD) @2.5p/sec."
16778,64,,42 days,All Local Mobile Calls @ 30p/min -- Landline Calls(Local+STD) @2.5p/sec.
16779,66,,28 days,95 Mins of Local + STD + Roam OG
16780,69,,28 days,All Local & STD Mobile Calls @40p/min -- Landline Calls (Local+STD) @2.5p/sec.
16781,74,,21 days,All Local + STD Mobile calls @ 40p/min.Landline Calls(Local+STD) at 2.5p/sec.
16782,81,,90 days,All Local + STD Mobile calls @ 1.2p/sec.Landline Calls(Local+STD) at 2.5p/sec.
16783,82,,28 days,All Local +STD Mobile Calls @ 30p/min -- Landline Calls (Local+STD) @2.5p/sec.
16784,83,,28 days,Local Vodafone to Vodafone mobile calls @15p/min -- Local+STD Landline Calls  @2.5p/sec.
16785,84,,28 days,"Vodafone calls @ 20p/min, 1st minute of day @ Re1. Landline Calls (Local + STD) @2.5p/sec."
16786,88,,28 days,All Local & STD Mobile calls @ 35p/min -- Landline Calls (Local+STD) @2.5p/sec.
16787,92,,60 days,All Local +STD V2V calls @1p/3s 
16788,99,,7 days,425 Local Vodafone to Vodafone Minutes
16789,105,,30 days,1050 Local Vodafone Night Mins(11PM-8AM)
16790,109,,42 days,All Local & STD Mobile calls @ 30p/min -- Landline Calls (Local+STD) @2.5p/sec.
16791,115,,28 days,200 Local/STD Mobile Minutes
16792,156,,28 days,230 Mins of Local + STD + Roam OG
16793,196,,28 days,300 Mins of Local + STD + Roam OG
16794,269,,28 days,1100 Local Vodafone to Vodafone Minutes
16795,325,,28 days,1400 Local V2V minutes
16796,398,,28 days,900 Local/STD Mobile Minutes
