id,cost,talktime,validity,comments
14004,5,,1 day,"Incoming calls free while roaming, All outgoing calls @ 1.5p/sec anywhere in India -- "
14005,61,,7 days,150 Roam/Home minutes. (Minutes can be used for any Outgoing/Incoming national call in Roam/Home location)
14006,194,,180 days,"Incoming calls free while roaming, All outgoing calls @ 1.5p/sec anywhere in India."
