id,cost,talktime,validity,comments
13936,23,,3 days,80 MB Data
13937,26,,1 day,1GB 3G Data
13938,42,,3 days,120MB 3G Data. For new customers only.
13939,53,,5 days,225 MB Data
13940,89,,28 days,1 GB/ Day 3G Data
13941,91,,3 days,400 MB
13942,92,,10 days,400 MB Data
13943,143,,7 days,750MB 3G data. Unused data quota will be forfeited.
13944,152,,28 days,Unltd Local & STD R-R Calls+ Free 3GB 3G Data + All R -Others calls @1p/sec + Free Incoming Roaming for 28 days
13945,153,,14 days,1 GB 3G Data -- 60 mins calls to any network/Day 
13946,156,,14 days,700 MB Data
13947,192,,21 days,1GB Data
13948,197,,21 days,1 GB Data
13949,222,,28 days,1 GB Data
13950,243,,28 days,1.25 GB 3G Data. Unused data quota will be forfeited.
13951,246,,28 days,1.25 GB Data
13952,252,,28 days,1GB Data
13953,297,,28 days,2 GB 3G Data
13954,303,,28 days,1 GB 3G Data -- 60 mins calls to any network/Day
13955,343,,28 days,2GB 3G Data. Unused data quota will be forfeited.
13956,359,,28 days,2.5 GB
13957,397,,28 days,3 GB
13958,442,,90 days,3 GB of 3G Data -- Voice tariff @1p/s
13959,447,,28 days,3.5 GB
13960,493,,28 days,3GB 3G Data. Unused data quota will be forfeited.
13961,498,,28 days,4 GB
13962,549,,28 days,4.5 GB
13963,555,,90 days,1GB 3G Data + 60 mins calls to any network / Day
13964,595,,28 days,Unlimited R2R Local + 5 GB 3G Data.
13965,648,,28 days,5.5 GB
13966,649,,56 days,5 GB Data
13967,693,,28 days,5GB 3G Data. Unused data quota will be forfeited.
13968,698,,28 days,6 GB
13969,742,,90 days,6 GB of 3G Data -- Voice tariff @1p/s
13970,749,,28 days,6.5 GB
13971,786,,180 days,Get 1GB/ DAY 3G Data 
13972,798,,28 days,7 GB
13973,848,,28 days,8 GB
13974,898,,28 days,8.5 GB
13975,949,,28 days,9 GB
13976,998,,28 days,9.5 GB
13977,999,,28 days,8 GB Data
13978,1199,,28 days,11 GB
13979,1297,,28 days,10Gb 3G Data. Unused data quota will be forfeited.
13980,1298,,28 days,15 GB Data
