id,cost,talktime,validity,comments
13999,35,,28 days,All STD calls @30p/Min
14000,36,,28 days,All STD Calls @40p/Minute
14001,37,,21 days,"STD mobile calls to Gujarat, UP, Uttarakhand, Biharand Jharkhand @ 35p/min"
14002,46,,28 days,All STD Calls @25p/Min
