id,cost,talktime,validity,comments
15834,6,,1 day,Unlimited Local Telenor to Telenor calls
15835,8,,28 days,All Local calls @25p/Min -- STD calls @30p/min
15836,11,,28 days,All Local calls @ 1.2p/2 sec
15837,12,,2 days,Unlimited local Telenor to Telenor calls
15838,13,,28 days,Local Telenor to Telenor calls @8p/min
15839,15,,28 days,All Local/STD calls@20p/min
15840,19,,60 days,All Local calls @25P/Min & All STD Calls @30P/Min -- Local Telenor to Telenor Calls Free from 12 AM to 6 AM
15841,22,,60 days,All Local calls @1.2p/2 sec
15842,24,,45 days,All local/STD calls @ 20p/min
15843,29,,28 days,Local Telenor to Telenor calls @3p/min
15844,35,,14 days,4800 Local seconds
15845,36,,45 days,All Local calls @1p/2 sec
15846,37,,90 days,All Local Calls @ 25p/min & STD Calls @ 30p/min (Local Telenor to Telenor Calls Free from 12 AM to 6 AM)
15847,38,,28 days,"15,000 Local Telenor to Telenor Seconds"
15848,48,,28 days,Unlimited Local + STD Telenor to Telenor calls
15849,55,,21 days,9600 Local seconds
15850,58,,60 days,All Local calls @ 1p/2 sec
15851,67,,90 days,All Local calls @25p/min
15852,68,,28 days,"66,000 Local Telenor to Telenor Seconds"
15853,69,,7 days,Unlimited Local Telenor to Telenor Calls
15854,79,,90 days,All Local calls @1p/2Sec
15855,81,,28 days,"14,000 Local/STD secs"
15856,82,,30 days,60000 Local Telenor to Telenor seconds and 6000 Local Telenor to others seconds post that All Local Telenor to Telenor and Telenor to others calls @ 1p/sec
15857,88,,56 days,Unlimited Local + STD Telenor to Telenor calls
15858,96,,28 days,"15,000 Local Telenor to others Secs + 30,000 Local Telenor to Telenor Secs and All Local +STD at 1.2p/sec"
15859,99,,21 days,Unlimited Local Telenor to Telenor calls 
15860,111,,28 days,"30,000 Sec Local Telenor to Telenor + 15,000 Sec All India Calls"
15861,198,,28 days,120000 sec Local Telenor to Telenor & 36000 sec Local Telenor to others post that All Local/STD calls @1.2p/sec
15862,221,,28 days,"36,000 Local Telenor to others/All STD Seconds"
