id,cost,talktime,validity,comments
14036,16,,1 day,1 GB 3G Data
14037,18,,2 days,150 MB 3G data
14038,29,,5 days,200 MB 3G data
14039,32,,3 days,1 GB 3G Data
14040,47,,28 days,1GB 3G Data
14041,49,,7 days,400 MB 3G data
14042,68,,14 days,250 MB 3G data
14043,89,,28 days,1 GB/ Day 3G Data
14044,97,,28 days,2GB 3G Data
14045,99,,28 days,300 MB 3G data
14046,143,,7 days,750MB 3G data. Unused data quota will be forfeited.
14047,192,,21 days,1GB Data
14048,198,,28 days,1 GB 3G data
14049,219,,28 days,1.5 GB 3G data
14050,243,,28 days,1.25 GB 3G Data. Unused data quota will be forfeited.
14051,252,,28 days,1GB Data
14052,255,,28 days,2 GB 3G data
14053,343,,28 days,2GB 3G Data. Unused data quota will be forfeited.
14054,493,,28 days,3GB 3G Data. Unused data quota will be forfeited.
14055,649,,28 days,6 GB 3G data
14056,693,,28 days,5GB 3G Data. Unused data quota will be forfeited.
14057,786,,90 days,Get 1GB/ DAY 3G Data 
14058,1297,,28 days,10Gb 3G Data. Unused data quota will be forfeited.
