id,cost,talktime,validity,comments
903,7,,1 day,30 MB Data (2G/3G)
905,25,,3 days,110 MB 3G/2G Data
907,34,,28 days,100 MB 3G/2G Data
908,37,,5 days,150 MB 3G/2G Data
909,43,,3 days,1 GB 3G/2G Data
910,45,,7 days,200 MB 3G/2G Data
911,46,,7 days,200 MB 3G/2G Data
913,64,,4 days,1 GB 3G/2G Data Thereafter 1 GB Data @ Rs.9/Day
914,66,,5 days,1 GB 3G/2G Data
915,67,,7 days,200 MB 3G/2G Data
917,79,,7 days,300 MB 3G/2G Data
919,94,,8 days,2 GB 3G/2G Data Thereafter 1 GB Data @ Rs.9/Day
920,95,,8 days,2 GB 3G/2G Data
921,98,,28 days,10 GB 3G/2G Data (1 GB Day + 9 GB Night) Night Time Slot - 01:00 am to 06:00 am
922,123,,14 days,"a) Unlimited Local Aircel to Aircel voice calls b) Unlimited 2G& 3G data. Data speeds will be throttled post 500 MB data consumption. Unlimited voice & Data is only available from 11 pm to 6 amVAS downloads: Videos (full songs/video clips) download from Aircel portal i.e. pocketinternet.in which is available for Aircel subscribers. For accessing the portal and downloading the songs/videos, subscriber would be charged as per his applicable data tariff plan/pack."
924,151,,28 days,3 GB 3G/2G Data
926,289,,28 days,20 GB 3G/2G Data (10 GB Day + 10 GB Night)
927,299,,28 days,Get Daily 250/Weekly 1000 local + STD mins & then A2A @10p/A2O @30p all calls -- 1 GB/Day Data
929,351,,45 days,10 GB 3G/2G Data  -- 
930,397,,28 days,Unlimited local A2A calls + Unlimited 3G/2G data with FUP post 1 GB for 28 Days
931,599,,28 days,Unlimited all Local calls -- Unlimited 3G/2G data with FUP post 1 GB Data
932,601,,56 days,20 GB 3G/2G Data 
933,249,,28 days,Daily 250/Weekly 1000 local mins & then A2A @10p/A2O @30p all Local calls -- 1 GB/Day Data
934,99,,28 days,2GB 3G Data
935,227,,90 days,5 GB 3G/2G Data
