id,cost,talktime,validity,short description,long description
2980,25,,3 days,Recharge of Rs. 25 by Airtel,150 MB 2G Data -- 
2981,35,,4 days,Recharge of Rs. 35 by Airtel,200 MB 2G Data -- 
2982,38,,5 days,Recharge of Rs. 38 by Airtel,225 MB 2G Data -- 
2985,58,,8 days,Recharge of Rs. 58 by Airtel,335 MB 2G Data -- 
2987,76,,2 days,Recharge of Rs. 76 by Airtel,1 GB 2G Data
2989,97,,12 days,Recharge of Rs. 97 by Airtel,550 MB 2G Data (for AON >90 Days) & 1GB 2G for 12 days (for AON <90 days)
2990,98,,12 days,Recharge of Rs. 98 by Airtel,550 MB 2G Data
2991,125,,15 days,Recharge of Rs. 125 by Airtel,700 MB 2G Data
2992,155,,20 days,Recharge of Rs. 155 by Airtel,850 MB 2G Data
2993,178,,28 days,Recharge of Rs. 178 by Airtel,1 GB 2G Data
2994,202,,28 days,Recharge of Rs. 202 by Airtel,1.25 GB 2G Data + unlimited data upto 40kbps
2996,296,,28 days,Recharge of Rs. 296 by Airtel,"4 GB 2G Data + Unlimited Data,speed upto 40Kbps"
