id,cost,talktime,validity,comments
7425,36,,180 days,Validity extension: Validity_PSP_36
7426,37,,180 days,Validity_PMP_37:Plan validity will be extended by 180 days.Note-subscribers of withdrawn Per Minute/Per Second/ Lifetime/Student Special/General plans can also extend their validity using this voucher -- Free data 50MB to be consumed within 30 days
7427,75,,180 days,Validity extension: Pyari Jodi 75
7428,99,,30 days,Validity extension: Jai_Jawan_99
7429,118,,365 days,StudentSpecialPlan_118_validity-extension
7430,199,,180 days,Validity extension: RTP_FR_199
7431,666,,180 days,"BSNL SIXER_migration: Unlimited data (Speed reduced to 80 Kbps after 2GB/day) + Unlimited voice calls for 60 days. -- After 60 days: ALL calls (Local/STD) (On-net/Off-net) @ 50 Paisa/Minute -- SMS (while in Home & National Roaming): Local @25 Paisa/SMS, National @35 Paisa/SMS -- All other charges As per Per Minute plan"
