id,cost,talktime,validity,comments
15281,120,120,N.A,Talktime of Rs. 120 for Rs. 120 recharge by Tata Indicom
15282,300,320,N.A,Talktime of Rs. 320 for Rs. 300 recharge by Tata Indicom
15283,400,425,N.A,Talktime of Rs. 425 for Rs. 400 recharge by Tata Indicom
