id,cost,talktime,validity,comments
15288,19,,7 days,National SMS- 200 -- Local SMS: 50 (Local Tata to Tata)
15289,24,,30 days,National SMS (Local/STD SMS): 300
15290,81,,30 days,National SMS (Local/STD SMS): 1200
