id,cost,talktime,validity,comments
14999,10,7.7,N.A,Talktime of Rs. 7.7 for Rs. 10 recharge by Tata Indicom
15000,20,15.39,N.A,Talktime of Rs. 15.39 for Rs. 20 recharge by Tata Indicom
