id,cost,talktime,validity,comments
17674,5,,1 hour,Unlimited 2G data
17675,9,,1 day,40 MB 2G Internet
17676,19,,2 days,110 MB 2G Internet
17677,43,,28 days,200 MB 2G Data
17678,48,,6 days,280 MB 2G Data
17679,49,,6 days,280 MB 2G Internet
17680,79,,10 days,450 MB 2G Internet
17681,101,,28 days,512 MB 2G Internet
17682,109,,14 days,625 MB 2G Internet
17684,155,,21 days,875 MB 2G Internet
17685,179,,21 days,1 GB 2G Internet
17686,196,,28 days,1.25 GB 2G Internet
17687,205,,28 days,1 GB 2G internet day and night + 1 GB night (12AM-6 AM) 
17688,219,,28 days,1.5 GB and upto 3 GB 2G Internet with hero recharge.
17689,247,,28 days,"2GB @ 2G speed. Post 2GB, your speed will be reduced up to 40kbps."
17690,299,,28 days,"3GB @ 2G speed. Post 3GB, your speed will be reduced up to 40kbps."
17691,357,,60 days,1.5 GB 2G Internet
