id,cost,talktime,validity,short description,long description
17757,8,,28 days,Recharge of Rs. 8 by Vodafone,"STD mobile calls @25p/min, First 120 seconds of the day @2p/sec"
17758,42,,28 days,Recharge of Rs. 42 by Vodafone,STD mobile Calls @25p/min
