id,cost,talktime,validity,short description,long description
17710,175,,28 days,Recharge of Rs. 175 by Vodafone,1 GB @2G speed. Post 1 GB you will be charged 4p/10kb.
17714,295,,28 days,Recharge of Rs. 295 by Vodafone,1GB day + extra 1GB night data
17720,499,,28 days,Recharge of Rs. 499 by Vodafone,700 Local and STD min -- 2 GB 3G Data
17723,699,,28 days,Recharge of Rs. 699 by Vodafone,1000 Local and STD min -- 4 GB 3G Data
17728,998,,28 days,Recharge of Rs. 998 by Vodafone,2000 Local and STD min -- 6 GB 3G Data
17730,1098,,28 days,Recharge of Rs. 1098 by Vodafone,3 GB 3G Data -- Unlimited Local V2V Calls
17733,1299,,28 days,Recharge of Rs. 1299 by Vodafone,3000 Local and STD min -- 8 GB 3G Data
17735,1749,,28 days,Recharge of Rs. 1749 by Vodafone,5 GB 3G Data -- Unlimited Local Calls
17738,2249,,28 days,Recharge of Rs. 2249 by Vodafone,7 GB 3G Data -- UnlimitedLocal and STD Calls
17739,3249,,28 days,Recharge of Rs. 3249 by Vodafone,15 GB 3G Data -- Unlimited Local and STD Calls + Free incoming on Roaming @ Rs 3249
