id,cost,talktime,validity,short description,long description
15631,152,,180 days,Recharge of Rs. 152 by Indicom,"Local home and outgoing roaming@78p/m, STD home and outgoing roaming@90p/m, Incoming roaming@0.75p/m -- Local On-Net mobile calls @ 78p/m -- STD On-Net mobile calls @ 90p/m -- Local SMS: Rs.1 -- STD SMS: Rs. 1.5 -- Local Outgoing roaming at 78p/min, STD Outgoing roaming at 90p/min, Incoming roaming at 0.75p/min -- Landline Local/STD @ 2.5p/sec"
15632,252,,180 days,Recharge of Rs. 252 by Indicom,"Local home and outgoing roaming@78p/m, STD home and outgoing roaming@90p/m, Incoming roaming free -- Local On-Net mobile calls @ 78p/m -- STD On-Net mobile calls @ 90p/m -- Local SMS: Rs.1 -- STD SMS: Rs. 1.5 -- Local Outgoing roaming at 78p/min, STD Outgoing roaming at 90p/min, Incoming roaming at free of cost -- Landline Local/STD @ 2.5p/sec"
