id,cost,talktime,validity,comments
2035,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Airtel
2036,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Airtel
2037,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Airtel
2039,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Airtel
2040,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Airtel
2041,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Airtel
2042,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Airtel
2043,80,64.8,N.A,Talktime of Rs. 64.8 for Rs. 80 recharge by Airtel
2044,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Airtel
2045,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Airtel
2046,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by Airtel
2047,120,98.69,N.A,Talktime of Rs. 98.69 for Rs. 120 recharge by Airtel
2048,140,115.64,N.A,Talktime of Rs. 115.64 for Rs. 140 recharge by Airtel
2049,150,124.12,N.A,Talktime of Rs. 124.12 for Rs. 150 recharge by Airtel
2050,170,141.07,N.A,Talktime of Rs. 141.07 for Rs. 170 recharge by Airtel
2051,200,166.49,N.A,Talktime of Rs. 166.49 for Rs. 200 recharge by Airtel
2052,210,174.97,N.A,Talktime of Rs. 174.97 for Rs. 210 recharge by Airtel
2053,250,240,N.A,Talktime of Rs. 240 for Rs. 250 recharge by Airtel
