id,cost,talktime,validity,short description,long description
2110,14,,28 days,Recharge of Rs. 14 by Airtel,STD mobile calls @50p/min
2111,19,,28 days,Recharge of Rs. 19 by Airtel,All STD mobile calls at 1p/sec
2112,48,,28 days,Recharge of Rs. 48 by Airtel,All STD Mobile calls @35p/min
2113,56,,28 days,Recharge of Rs. 56 by Airtel,STD mobile calls @30p/min
2114,69,,28 days,Recharge of Rs. 69 by Airtel,All STD mobile Calls at 25p/min
