id,cost,talktime,validity,comments
2057,9,,1 day,45MB 2G/3G/4G data
2058,18,,2 days,100MB 2G/3G/4G data
2059,24,,3 days,135MB 2G/3G/4G data
2060,29,,30 days,115MB 2G/3G/4G data
2062,49,,7 days,250MB 2G/3G/4G data
2064,99,,14 days,550MB 2G/3G/4G data
2065,148,,28 days,600 MB 2G/3G/4G data + extra 424 MB applicable on 4G handset with 4G SIM
2066,199,,28 days,1.1GB 2G/3G/4G data
2067,259,,28 days,2 GB 2G/3G/4G data + extra 2GB applicable on 4G handset with 4G SIM
2068,359,,28 days,3 GB 2G/3G/4G data + extra 3 GB applicable on 4G handset with 4G SIM
2070,497,,28 days,5GB 2G/3G/4G data + extra 5GB applicable on 4G handset with 4G SIM
