id,cost,talktime,validity,short description,long description
5921,10,7.47,N.A,Recharge of Rs. 10 by BSNL,Talktime of Rs. 7.47 for Rs. 10 recharge by BSNL
5922,30,22.42,N.A,Recharge of Rs. 30 by BSNL,Talktime of Rs. 22.42 for Rs. 30 recharge by BSNL
5923,50,39.37,N.A,Recharge of Rs. 50 by BSNL,Talktime of Rs. 39.37 for Rs. 50 recharge by BSNL
5924,100,81.75,N.A,Recharge of Rs. 100 by BSNL,Talktime of Rs. 81.75 for Rs. 100 recharge by BSNL
5925,110,90.22,N.A,Recharge of Rs. 110 by BSNL,Talktime of Rs. 90.22 for Rs. 110 recharge by BSNL
5927,150,124.12,N.A,Recharge of Rs. 150 by BSNL,Talktime of Rs. 124.12 for Rs. 150 recharge by BSNL
5928,200,166.49,N.A,Recharge of Rs. 200 by BSNL,Talktime of Rs. 166.49 for Rs. 200 recharge by BSNL
5929,210,174.97,N.A,Recharge of Rs. 210 by BSNL,Talktime of Rs. 174.97 for Rs. 210 recharge by BSNL
5931,250,208.86,N.A,Recharge of Rs. 250 by BSNL,Talktime of Rs. 208.86 for Rs. 250 recharge by BSNL
5932,310,259.71,N.A,Recharge of Rs. 310 by BSNL,Talktime of Rs. 259.71 for Rs. 310 recharge by BSNL
5933,500,420.73,N.A,Recharge of Rs. 500 by BSNL,Talktime of Rs. 420.73 for Rs. 500 recharge by BSNL
5934,610,513.95,N.A,Recharge of Rs. 610 by BSNL,Talktime of Rs. 513.95 for Rs. 610 recharge by BSNL
5935,1000,844.46,N.A,Recharge of Rs. 1000 by BSNL,Talktime of Rs. 844.46 for Rs. 1000 recharge by BSNL
5936,1500,1268.19,N.A,Recharge of Rs. 1500 by BSNL,Talktime of Rs. 1268.19 for Rs. 1500 recharge by BSNL
5937,5000,4234.29,N.A,Recharge of Rs. 5000 by BSNL,Talktime of Rs. 4234.29 for Rs. 5000 recharge by BSNL
