id,cost,talktime,validity,comments
5957,3,,1 day,2G/3G night data @9paise/MB from 02-00hrs to 6-00 Hrs.
5958,4,,1 day,20MB 2G/3G Data
5959,14,,1 day,110 MB 2G/3G Data
5960,29,,3 days,150 MB 2G/3G Data -- Charges after free usage: 3p/10KB
5961,40,,5 days,200 MB 2G/3G Data -- Charges after free usage: 3p/10KB
5962,46,,2 days,1 GB 2G/3G Data and beyond freebies 5paisa/MB (2-00 hrs to 6-00hrs)
5963,57,,21 days,250MB 2G/3G -- Charges after free usage: 3ps/10KB 
5964,63,,28 days,2G/3G data @9paisa/MB from 02-00hrs to 6-00 Hrs.
5965,68,,1 day,1 GB 2G/3G Data
5966,74,,5 days,Unlimited onnet voice calls local/STD -- 1 GB free 2G/3G data -- 74min offnet voice calls
5967,78,,3 days,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5968,98,,10 days,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5969,103,,5 days,1 GB 2G/3G
5970,155,,17 days,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5971,156,,10 days,3.2 GB 2G/3G Data -- Offer valid till 4 Aug 2017
5972,178,,17 days,1 GB 2G/3G Data -- Charges after free usage: 3ps/10KB -- 70 Mobile TV Channels by PK Online
5973,179,,17 days,1 GB 2G/3G Data -- Charges after free usage: 3ps/10KB -- All Channels by M/s Digvive.
5974,182,,17 days,1 GB 2G/3G Data -- Charges after free usage: 3ps/10KB -- 50 Mobile TV Channels by Apalya
5975,198,,21 days,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5976,211,,15 days,1 GB 2G/3G Data
5977,223,,28 days,1 GB 2G/3G Data -- 80 Free TV Channels by M/s SITI Networks Limited
5978,241,,30 days,2.7GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5979,292,,30 days,3.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5980,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
5981,339,,26 days,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
5982,349,,26 days,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
5983,395,,60 days,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
5984,398,,30 days,Data Unlimited and Speed 80Kbps after 2GB
5985,549,,30 days,6 GB 2G/3G Data
5986,561,,90 days,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5987,597,,180 days,6GB 2G/3G Data
5988,629,,30 days,Data Unlimited and Speed 80Kbps after 3GB
5989,821,,120 days,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5990,1099,,30 days,Unlimited 2G/3G data with no speed restriction.
5991,1197,,365 days,14GB 2G/3G Data
5992,1498,,365 days,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5993,1949,,270 days,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5994,2399,,60 days,Data Unlimited and Speed 80Kbps after 16GB
5995,2798,,365 days,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5996,3998,,365 days,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5997,4498,,365 days,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5998,146,,26 days,Unlimited Local/STD BSNL to BSNL Voice Calls -- 1 GB 2G/3G data
