id,cost,talktime,validity,comments
6027,9,,1 day,OG (Local and STD) while in roaming @70pS/min
6028,33,,6 days,OG(Local and STD) while in roaming at 70pS per min
6029,79,,28 days,OG(Local and STD) while in roaming at 70pS per min
6030,93,,30 days,Free OG Voice Calls 120minutes on any network in Roaming and Free SMS 40SMS on any network in Roaming
