id,cost,talktime,validity,comments
478,21,,28 days,Local Aircel to Aircel Calls @ 10p/Min
479,23,,5 days,Unlimited Aircel To Aircel Local Calls
480,24,,7 days,2400 Local & National secs
481,29,,35 days,All Local Mobile Calls @ 25p/min
482,36,,40 days,All Local Mobile Calls @ 25p/min
483,39,,56 days,Local Aircel to Aircel Calls @ 10p/Min
484,42,,45 days,All Local STD Mobile Calls @ 30p/Min
485,52,,14 days,Unlimited Aircel To Aircel Local Calls
486,54,,60 days,Local Mobile calls @ 1p / 2Sec
487,77,,28 days,11000 Local & National secs
488,79,,90 days,Local Mobile calls @ 1p / 2Sec
489,96,,28 days,Unlimited Aircel To Aircel Calls
490,124,,28 days,20000 Local & National secs
491,179,,28 days,30000 Local & National secs
