id,cost,talktime,validity,short description,long description
19001,14,,14 days,Recharge of Rs. 14 by Vodafone,STD calls @ 30p/min 
19002,19,,45 days,Recharge of Rs. 19 by Vodafone,STD Mobile calls @Re1/3min
19003,25,,28 days,Recharge of Rs. 25 by Vodafone,STD Mobile calls @30p/min
19004,29,,28 days,Recharge of Rs. 29 by Vodafone,STD calls @ 25p/min 
19005,33,,60 days,Recharge of Rs. 33 by Vodafone,Std Mobile calls @Re 1/3min
19006,39,,60 days,Recharge of Rs. 39 by Vodafone,STD Mobile calls @35p/min
19007,41,,28 days,Recharge of Rs. 41 by Vodafone,STD Mobile calls @ 35p/min
19008,51,,60 days,Recharge of Rs. 51 by Vodafone,STD Mobile calls @ 30p/min
19009,68,,50 days,Recharge of Rs. 68 by Vodafone,All STD Mobile Calls @25p/min 
19010,104,,60 days,Recharge of Rs. 104 by Vodafone,STD Mobile calls @ 30p/min
