id,cost,talktime,validity,short description,long description
18885,10,7.47,N.A,Recharge of Rs. 10 by Vodafone,Talktime of Rs. 7.47 for Rs. 10 recharge by Vodafone
18886,20,14.95,N.A,Recharge of Rs. 20 by Vodafone,Talktime of Rs. 14.95 for Rs. 20 recharge by Vodafone
18887,23,17.19,N.A,Recharge of Rs. 23 by Vodafone,Talktime of Rs. 17.19 for Rs. 23 recharge by Vodafone
18888,30,22.42,N.A,Recharge of Rs. 30 by Vodafone,Talktime of Rs. 22.42 for Rs. 30 recharge by Vodafone
18890,40,30.89,N.A,Recharge of Rs. 40 by Vodafone,Talktime of Rs. 30.89 for Rs. 40 recharge by Vodafone
18891,50,39.37,N.A,Recharge of Rs. 50 by Vodafone,Talktime of Rs. 39.37 for Rs. 50 recharge by Vodafone
18894,70,56.32,N.A,Recharge of Rs. 70 by Vodafone,Talktime of Rs. 56.32 for Rs. 70 recharge by Vodafone
18896,80,64.8,N.A,Recharge of Rs. 80 by Vodafone,Talktime of Rs. 64.8 for Rs. 80 recharge by Vodafone
18898,110,90.22,N.A,Recharge of Rs. 110 by Vodafone,Talktime of Rs. 90.22 for Rs. 110 recharge by Vodafone
18899,120,98.69,N.A,Recharge of Rs. 120 by Vodafone,Talktime of Rs. 98.69 for Rs. 120 recharge by Vodafone
18900,130,107.17,N.A,Recharge of Rs. 130 by Vodafone,Talktime of Rs. 107.17 for Rs. 130 recharge by Vodafone
18901,150,124.12,N.A,Recharge of Rs. 150 by Vodafone,Talktime of Rs. 124.12 for Rs. 150 recharge by Vodafone
18902,160,132.59,N.A,Recharge of Rs. 160 by Vodafone,Talktime of Rs. 132.59 for Rs. 160 recharge by Vodafone
18903,170,141.07,N.A,Recharge of Rs. 170 by Vodafone,Talktime of Rs. 141.07 for Rs. 170 recharge by Vodafone
18904,180,149.54,N.A,Recharge of Rs. 180 by Vodafone,Talktime of Rs. 149.54 for Rs. 180 recharge by Vodafone
18905,190,158.02,N.A,Recharge of Rs. 190 by Vodafone,Talktime of Rs. 158.02 for Rs. 190 recharge by Vodafone
