id,cost,talktime,validity,comments
1348,7,,3 days,"LA2A 10p/min , LA2O 30p/Min, STD 30p/Min.1st call of the day will be charged @50p/min for Local & STD"
1349,12,,2 days,25 Mins Local and STD
1350,13,,27 days,All Loc calls@1.2p/2sec
1351,14,,27 days,Local Aircel to Aircel calls @10/min
1352,15,,1 day,Unlimited Local & STD Aircel to Aircel Mobile Calls -- 120 min Local & STD others mobile calls
1353,21,,27 days,Local & STD mobile calls @25p/min
1354,29,,27 days,All Local + STD mobile Call @20p/min
1355,34,,14 days,85 Local Minutes
1356,46,,21 days,120 Local A2A Mins
1357,61,,90 days,Local & STD mobile calls @25p/min
1358,64,,28 days,Unlimited (Local + STD) A2A mobile Call + Others Local+STD Mobile calls 30p/min
1359,66,,21 days,500 Local A2A mins
1360,96,,27 days,900 Local A2A Mins
1361,97,,27 days,"350 Local A-A Mins , 150 Local A-O Mins"
1362,126,,27 days,400 local/STD Mins.
