id,cost,talktime,validity,comments
754,14,,2 days,Unlimited Data
755,17,,3 days,1 GB/Day Data
756,24,,28 days,100 MB (2p/10kb overage)
757,28,,7 days,1 GB/Day Data
758,34,,28 days,200 MB (2p/10 KB post free usage)
759,43,,5 days,Unlimited (reduced speed after 500 MB)
760,53,,28 days,1 GB Data
761,67,,28 days,2 GB Data
762,91,,28 days,Unlimited (reduced speed after 100 GB)
763,98,,30 days,Unlimited (reduced speed after 100 GB)
764,129,,42 days,Unlimited (reduced speed after 100 GB)
765,139,,49 days,Unlimited (reduced speed after 100 GB)
766,173,,90 days,Unlimited (reduced speed after 100 GB)
