id,cost,talktime,validity,comments
10125,23,,27 days,All STD calls @ 30P/min
10126,38,,27 days,All STD @ 25p/min -- Free missed call alert service for 30 days. Offer valid only for Haryana circle. To be auto-deactivated post 30 days. Benefit could be availed only once in 3 months. Active MCI subscriber will be not be eligible for free service
