id,cost,talktime,validity,short description,long description
1692,2,,84 days,Recharge of Rs. 2 by Airtel,Local and STD mobile call @ 1p/sec
1693,8,,7 days,Recharge of Rs. 8 by Airtel,Local mobile call @ 30p/min 
1694,16,,27 days,Recharge of Rs. 16 by Airtel,Local and STD Mobile call @ 1p/sec
1695,19,,20 days,Recharge of Rs. 19 by Airtel,Local Mobile Call @ 30p
1696,22,,27 days,Recharge of Rs. 22 by Airtel,Local Airtel Call @ 20p/min
1697,24,,27 days,Recharge of Rs. 24 by Airtel,Local Mobile Call @ 30p
1698,27,,3 days,Recharge of Rs. 27 by Airtel,75 local airtel minutes
1699,28,,3 days,Recharge of Rs. 28 by Airtel,45 Local Mobile Mins
1700,32,,54 days,Recharge of Rs. 32 by Airtel,Local and STD Mobile call @ 1p/sec 
1701,37,,27 days,Recharge of Rs. 37 by Airtel,Local A2A Call @10p/min
1702,38,,54 days,Recharge of Rs. 38 by Airtel,Local Mobile call @ 30p/min
1703,44,,81 days,Recharge of Rs. 44 by Airtel,Local Mobile Call @ 40p
1704,45,,5 days,Recharge of Rs. 45 by Airtel,110 Local Airtel to Airtel minutes
1705,46,,27 days,Recharge of Rs. 46 by Airtel,Local and STD Mobile Call @ 50p/min
1706,78,,28 days,Recharge of Rs. 78 by Airtel,Local Mobile @35p/m
1707,95,,28 days,Recharge of Rs. 95 by Airtel,Local Mobile 30p/m
1708,97,,6 days,Recharge of Rs. 97 by Airtel,400 Local and STD mobile min
1709,105,,14 days,Recharge of Rs. 105 by Airtel,185 local minutes
1710,128,,13 days,Recharge of Rs. 128 by Airtel,400 Local + STD Mobile Mins
1711,129,,13 days,Recharge of Rs. 129 by Airtel,410 Local + STD Mobile Mins
1712,159,,7 days,Recharge of Rs. 159 by Airtel,240 All Local and STD (mobile + Landline) mins
1713,195,,27 days,Recharge of Rs. 195 by Airtel,500 Local and STD mobile min 
1714,196,,2 days,Recharge of Rs. 196 by Airtel,Unlimited Local & STD all calls
1715,209,,28 days,Recharge of Rs. 209 by Airtel,460 All local min
1716,247,,14 days,Recharge of Rs. 247 by Airtel,Unlimited Local mobile calls 
1717,269,,10 days,Recharge of Rs. 269 by Airtel,Unlimited Local airtel calls
