id,cost,talktime,validity,comments
4159,19,,3 days,110MB 4G/3G
4160,26,,3 days,150MB 4G/3G
4161,29,,30 days,120MB 4G/3G
4162,47,,28 days,200MB 4G/3G
4163,51,,1 day,1GB 4G/3G
4164,56,,7 days,330 MB 4G/3G Data
4166,96,,5 days,1 GB 4G/3G Data
4167,119,,28 days,475 MB 4G/3G Data
4169,156,,28 days,625 MB 4G/3G Data
4170,175,,28 days,1 GB 3G/4G Data
4171,195,,28 days,4G handset + 4G SIM: UL Local+STD Airtel mobile -- 150 Local & STD minutes -- 2 GB data -- Other H/S:UL Local + STD Airtel mobile + 150 Local & STD -- 1 GB Data. T&C apply.
4172,199,,28 days,1.2 GB 4G/3G data. 1.2 GB Happy Hours Night data(3AM to 5AM)
4173,255,,28 days,1.5 GB 4G/3G Data
4174,346,,28 days,2.5 GB 4G/3G Data
4175,348,,28 days,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply.
4176,446,,28 days,3.5 GB 4G/3G Data
4177,549,,28 days,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
4178,596,,28 days,5 GB 4G/3G data. 5 GB Happy Hours Night data (3AM to 5AM)
4179,799,,28 days,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
4180,992,,365 days,10 GB 3G/4G Data
4181,995,,28 days,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
4182,996,,28 days,"10 GB 4G/3G data, 10GB Happy Hours Night data(3AM to 5AM)"
4183,1996,,28 days,20 GB 4G/3G data. 20GB Happy Hours Night data (3AM to 5AM)
4184,147,,28 days,Free Local +STD Airtel to Airtel mobile calls -- 50 MB 3G/4G Data. Get 300 MB Data: For 4G handset only -- T&C apply.
4185,196,,28 days,Unlimited Airtel Local + STD calls -- 200 MB 3G/4G data
4186,299,,4 days,Unlimited Local Mobile Call -- 50 MB 4G/3G Data
