id,cost,talktime,validity,comments
4130,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Airtel
4131,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Airtel
4133,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Airtel
4134,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Airtel
4136,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Airtel
4137,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Airtel
4138,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Airtel
4139,80,64.8,N.A,Talktime of Rs. 64.8 for Rs. 80 recharge by Airtel
4140,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Airtel
4141,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Airtel
4142,150,124.12,N.A,Talktime of Rs. 124.12 for Rs. 150 recharge by Airtel
4143,200,190,N.A,Talktime of Rs. 190 for Rs. 200 recharge by Airtel
