id,cost,talktime,validity,short description,long description
12266,110,110,N.A,Recharge of Rs. 110 by Idea,Talktime of Rs. 110 for Rs. 110 recharge by Idea
12267,200,200,N.A,Recharge of Rs. 200 by Idea,Talktime of Rs. 200 for Rs. 200 recharge by Idea
12268,220,220,N.A,Recharge of Rs. 220 by Idea,Talktime of Rs. 220 for Rs. 220 recharge by Idea
12269,300,300,N.A,Recharge of Rs. 300 by Idea,Talktime of Rs. 300 for Rs. 300 recharge by Idea
12271,330,330,N.A,Recharge of Rs. 330 by Idea,Talktime of Rs. 330 for Rs. 330 recharge by Idea
12272,500,500,N.A,Recharge of Rs. 500 by Idea,Talktime of Rs. 500 for Rs. 500 recharge by Idea
12273,550,550,N.A,Recharge of Rs. 550 by Idea,Talktime of Rs. 550 for Rs. 550 recharge by Idea
12274,1000,1000,N.A,Recharge of Rs. 1000 by Idea,Talktime of Rs. 1000 for Rs. 1000 recharge by Idea
12275,1100,1100,N.A,Recharge of Rs. 1100 by Idea,Talktime of Rs. 1100 for Rs. 1100 recharge by Idea
12276,1500,1500,N.A,Recharge of Rs. 1500 by Idea,Talktime of Rs. 1500 for Rs. 1500 recharge by Idea
12277,2000,2000,N.A,Recharge of Rs. 2000 by Idea,Talktime of Rs. 2000 for Rs. 2000 recharge by Idea
12278,2200,2200,N.A,Recharge of Rs. 2200 by Idea,Talktime of Rs. 2200 for Rs. 2200 recharge by Idea
