id,cost,talktime,validity,comments
18766,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Vodafone
18767,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Vodafone
18768,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Vodafone
18769,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Vodafone
18770,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Vodafone
18771,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Vodafone
18772,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Vodafone
18774,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Vodafone
18775,160,151,N.A,Talktime of Rs. 151 for Rs. 160 recharge by Vodafone
18776,170,141.07,N.A,Talktime of Rs. 141.07 for Rs. 170 recharge by Vodafone
18777,200,190,N.A,Talktime of Rs. 190 for Rs. 200 recharge by Vodafone
18778,210,177.97,N.A,Talktime of Rs. 177.97 for Rs. 210 recharge by Vodafone
