id,cost,talktime,validity,comments
18972,9,,7 days,Local Mobile calls @30p/min
18973,17,,60 days,Local Mobile calls @1p/sec
18974,22,,28 days,Local Vodafone Calls @10p/min
18975,24,,28 days,Local Mobile calls @30p/min
18976,28,,45 days,All Local Calls @ 1.75P/2Secs
18977,34,,28 days,All Local Mobile calls @ 25p/min
18978,35,,28 days,Local + Std Mobile calls @30p/min
18979,37,,28 days,Local+ Std mobile calls @ 35/m 
18980,43,,28 days,Local / STD mobile calls @30p
18981,49,,28 days,Vodafone to Vodafone calls @ 10p/min & V2O calls @30p/min
18982,56,,28 days,Local V2VMobile calls @15p/min
18983,65,,30 days,"Vodafone to vodafone  calls @10p/min, Vodafone to Other calls @30p/Min -- STD Calls @30p/min"
18984,66,,36 days,Local Mobile calls @30p/min
18985,69,,28 days,Local V2VMobile calls @10p/min
18986,75,,14 days,Local + Std 250 mins
18987,94,,7 days,Unlimited Local Vodafone to Vodafone calls
18988,95,,28 days,Local + Std 15000 sec
18989,109,,60 days,Local V2V Mobile calls @15p/min
18990,147,,28 days,14700 STD/Local Seconds
18991,149,,60 days,Local + National Mobile Calls @ 30p/min
18992,171,,14 days,Unlimited Local v2v
18993,178,,28 days,Local + STD 28000 seconds
18994,228,,28 days,Local + STD 750 minutes
18995,349,,21 days,Unlimited Local Vodafone calls
18996,351,,28 days,44000 Local/STD Secs 
18997,499,,28 days,62000 Local/STD Secs 
18998,501,,14 days,"Now EnjoyFree 100 minutes Onnet STD Calls Daily ,Other STD & STD beyond 100 minutes will be charged Rs 1/3 min"
18999,699,,14 days,Unlimited Local Mobile and Landline Calls 
19000,999,,14 days,"Unlimited Local , STD Mobile and Landline Calls "
