id,cost,talktime,validity,comments
6795,4,,1 day,20MB 2G/3G Data
6796,5,,1 day,2G/3G Data @9paise/MB (02-00hrs to 6-00 Hrs)
6797,14,,1 day,110 MB 2G/3G
6798,31,,3 days,150 MB
6799,39,,5 days,200 MB 2G/3G
6800,46,,2 days,1 GB 2G/3G Data and beyond freebies volume based charging 5paisa/MB from 2-00 hrs to 6-00hrs. 
6801,56,,21 days,250 MB 2G/3G
6802,63,,28 days,2G/3G Data @9paise/MB (02-00hrs to 6-00 Hrs)
6803,78,,3 days,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6804,98,,10 days,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6805,103,,5 days,Free data 1GB and 140+ Channels provided by M s Digivive Services Pvt Ltd
6806,151,,28 days,Unlimited On-Net Voice Calls Local/STD -- Unlimited Data Free(speed reduced to 80 kbps after 2GB) -- Free 200 min off-net.
6807,155,,17 days,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6808,178,,17 days,1 GB 2G/3G Data & 70 Free TV Channels by M s P.K.Online
6809,179,,17 days,1 GB 2G/3G Data and No.of Free TV Channels equel to all Channels provided by Digivive Services Pvt. Ltd
6810,182,,17 days,1GB 2G/3G Data and 50 Free TV Channels by M s Apalya Technology
6811,198,,25 days,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6812,291,,27 days,4GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6813,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
6814,339,,26 days,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
6815,349,,26 days,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
6816,378,,30 days,Unlimited (speed restricted to 80 kbps after 4 GB/day 2G/3G Data) -- On-net Unlimited Off-net 30 min/day
6817,395,,60 days,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
6818,399,,30 days,Data Unlimited -- Speed 80Kbps after 2GB
6819,443,,60 days,3 GB 2G/3G Data
6820,444,,90 days,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
6821,548,,90 days,Unlimited (speed restricted to 80 kbps after 5 GB/day 2G/3G Data)
6822,549,,30 days,6 GB 2G/3G Data
6823,561,,90 days,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6824,597,,180 days,6GB 2G/3G Data
6825,629,,30 days,Data Unlimited -- Speed 80Kbps after 3GB
6826,821,,120 days,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6827,1099,,30 days,"Unlimited 2G/3G Data, without speed restriction"
6828,1197,,365 days,14GB 2G/3G Data
6829,1498,,365 days,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6830,1949,,270 days,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6831,2399,,60 days,Data Unlimited. Speed 80Kbps after 16GB
6832,2798,,365 days,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6833,3998,,365 days,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6834,4498,,365 days,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6835,102,,28 days,Unlimited local/STD BSNL to BSNL -- 300 MB 2G/3G Data
