id,cost,talktime,validity,comments
21536,10,7.7,N.A,Talktime of Rs. 7.7 for Rs. 10 recharge by Jio
21537,20,15.39,N.A,Talktime of Rs. 15.39 for Rs. 20 recharge by Jio
21538,50,40.48,N.A,Talktime of Rs. 40.48 for Rs. 50 recharge by Jio
