id,cost,talktime,validity,short description,long description
2463,6,,2 days,Recharge of Rs. 6 by Airtel,All Local + STD calls @30p/min (1st 120sec @ 2p/sec)
2464,8,,1 day,Recharge of Rs. 8 by Airtel,25 All Local & STD Mins
2465,13,,28 days,Recharge of Rs. 13 by Airtel,ALL LOCAL + STD CALLS @ 35P/MIN (FIRST 120 SEC AT 2P/S)
2466,15,,2 days,Recharge of Rs. 15 by Airtel,Local A2A calls @10p/min (1st 90sec @ 2p/sec)
2467,16,,1 day,Recharge of Rs. 16 by Airtel,150 mins Local A2A
2468,17,,27 days,Recharge of Rs. 17 by Airtel,All local & STD calls @ 30p/m (1st 120sec at 2p/s)
2469,21,,27 days,Recharge of Rs. 21 by Airtel,"All Airtel Calls @10p/m,(1st 90sec @2p/s),27 days"
2470,26,,3 days,Recharge of Rs. 26 by Airtel,60 All Local + STD mins
2471,28,,54 days,Recharge of Rs. 28 by Airtel,All Loc and STD calls @1p/s
2472,36,,27 days,Recharge of Rs. 36 by Airtel,All local + STD calls @30p/m
2473,39,,3 days,Recharge of Rs. 39 by Airtel,300 mins Local A2A 
2474,43,,27 days,Recharge of Rs. 43 by Airtel,Local Mobile Calls @25p/min
2475,46,,7 days,Recharge of Rs. 46 by Airtel,180 Local A2A mins
2476,47,,5 days,Recharge of Rs. 47 by Airtel,240 Local calls A2A mins
2477,49,,27 days,Recharge of Rs. 49 by Airtel,All Airtel Calls @10p/m 
2478,51,,27 days,Recharge of Rs. 51 by Airtel,All Loc & STD Calls @30p/m
2479,56,,7 days,Recharge of Rs. 56 by Airtel,140 All local mins
2480,68,,27 days,Recharge of Rs. 68 by Airtel,All Airtel Calls @10p/m 
2481,75,,14 days,Recharge of Rs. 75 by Airtel,275 All Loc+STD Mins
2482,86,,14 days,Recharge of Rs. 86 by Airtel,225 All Local + STD Mins
2483,99,,7 days,Recharge of Rs. 99 by Airtel,750 mins Local A2A 
2484,105,,28 days,Recharge of Rs. 105 by Airtel,300 All local mins
2485,135,,27 days,Recharge of Rs. 135 by Airtel,500 All Loc+STD Mins
2486,189,,3 days,Recharge of Rs. 189 by Airtel,Unlimited Local Mobile Calls (TnC Apply)
2487,198,,1 day,Recharge of Rs. 198 by Airtel,Unlimited mobile Local Calls -- T&C Apply
2488,199,,27 days,Recharge of Rs. 199 by Airtel,775 mins Loc & STD
2489,249,,2 days,Recharge of Rs. 249 by Airtel,Unlimited Local Mobile Calls (TnC Apply)
2490,295,,56 days,Recharge of Rs. 295 by Airtel,Unlimited Local + STD A2A Calls. T&C Apply.
2491,299,,3 days,Recharge of Rs. 299 by Airtel,Unlimited Local Mobile Calls (TnC Apply)
2492,347,,60 days,Recharge of Rs. 347 by Airtel,Unlimited Local + STD A2A Calls
2493,395,,75 days,Recharge of Rs. 395 by Airtel,Unlimited Local + STD A2A Calls
2494,545,,90 days,Recharge of Rs. 545 by Airtel,Unlimited Local + STD A2A Calls. T&C Apply.
2495,795,,10 days,Recharge of Rs. 795 by Airtel,Unlimited All Local + STD calls
