id,cost,talktime,validity,short description,long description
16403,110,110,N.A,Recharge of Rs. 110 by Vodafone,Talktime of Rs. 110 for Rs. 110 recharge by Vodafone
16404,200,200,N.A,Recharge of Rs. 200 by Vodafone,Talktime of Rs. 200 for Rs. 200 recharge by Vodafone
16406,360,360,N.A,Recharge of Rs. 360 by Vodafone,Talktime of Rs. 360 for Rs. 360 recharge by Vodafone
16407,400,400,N.A,Recharge of Rs. 400 by Vodafone,Talktime of Rs. 400 for Rs. 400 recharge by Vodafone
16408,450,450,N.A,Recharge of Rs. 450 by Vodafone,Talktime of Rs. 450 for Rs. 450 recharge by Vodafone
16409,500,500,N.A,Recharge of Rs. 500 by Vodafone,Talktime of Rs. 500 for Rs. 500 recharge by Vodafone
16410,501,501,N.A,Recharge of Rs. 501 by Vodafone,Talktime of Rs. 501 for Rs. 501 recharge by Vodafone
16411,550,550,N.A,Recharge of Rs. 550 by Vodafone,Talktime of Rs. 550 for Rs. 550 recharge by Vodafone
16412,600,600,N.A,Recharge of Rs. 600 by Vodafone,Talktime of Rs. 600 for Rs. 600 recharge by Vodafone
16413,650,650,N.A,Recharge of Rs. 650 by Vodafone,Talktime of Rs. 650 for Rs. 650 recharge by Vodafone
16414,700,700,N.A,Recharge of Rs. 700 by Vodafone,Talktime of Rs. 700 for Rs. 700 recharge by Vodafone
16415,750,750,N.A,Recharge of Rs. 750 by Vodafone,Talktime of Rs. 750 for Rs. 750 recharge by Vodafone
16416,800,800,N.A,Recharge of Rs. 800 by Vodafone,Talktime of Rs. 800 for Rs. 800 recharge by Vodafone
16417,860,860,N.A,Recharge of Rs. 860 by Vodafone,Talktime of Rs. 860 for Rs. 860 recharge by Vodafone
16418,900,900,N.A,Recharge of Rs. 900 by Vodafone,Talktime of Rs. 900 for Rs. 900 recharge by Vodafone
16419,950,950,N.A,Recharge of Rs. 950 by Vodafone,Talktime of Rs. 950 for Rs. 950 recharge by Vodafone
16420,1000,1000,N.A,Recharge of Rs. 1000 by Vodafone,Talktime of Rs. 1000 for Rs. 1000 recharge by Vodafone
16421,1050,1050,N.A,Recharge of Rs. 1050 by Vodafone,Talktime of Rs. 1050 for Rs. 1050 recharge by Vodafone
16422,1100,1100,N.A,Recharge of Rs. 1100 by Vodafone,Talktime of Rs. 1100 for Rs. 1100 recharge by Vodafone
16423,1200,1200,N.A,Recharge of Rs. 1200 by Vodafone,Talktime of Rs. 1200 for Rs. 1200 recharge by Vodafone
16424,1300,1300,N.A,Recharge of Rs. 1300 by Vodafone,Talktime of Rs. 1300 for Rs. 1300 recharge by Vodafone
16425,1400,1400,N.A,Recharge of Rs. 1400 by Vodafone,Talktime of Rs. 1400 for Rs. 1400 recharge by Vodafone
16426,1500,1500,N.A,Recharge of Rs. 1500 by Vodafone,Talktime of Rs. 1500 for Rs. 1500 recharge by Vodafone
16427,1600,1600,N.A,Recharge of Rs. 1600 by Vodafone,Talktime of Rs. 1600 for Rs. 1600 recharge by Vodafone
16428,1800,1800,N.A,Recharge of Rs. 1800 by Vodafone,Talktime of Rs. 1800 for Rs. 1800 recharge by Vodafone
16429,1900,1900,N.A,Recharge of Rs. 1900 by Vodafone,Talktime of Rs. 1900 for Rs. 1900 recharge by Vodafone
16430,2000,2000,N.A,Recharge of Rs. 2000 by Vodafone,Talktime of Rs. 2000 for Rs. 2000 recharge by Vodafone
16431,2100,2100,N.A,Recharge of Rs. 2100 by Vodafone,Talktime of Rs. 2100 for Rs. 2100 recharge by Vodafone
16432,2200,2200,N.A,Recharge of Rs. 2200 by Vodafone,Talktime of Rs. 2200 for Rs. 2200 recharge by Vodafone
16433,2300,2300,N.A,Recharge of Rs. 2300 by Vodafone,Talktime of Rs. 2300 for Rs. 2300 recharge by Vodafone
16434,2400,2400,N.A,Recharge of Rs. 2400 by Vodafone,Talktime of Rs. 2400 for Rs. 2400 recharge by Vodafone
16435,2500,2500,N.A,Recharge of Rs. 2500 by Vodafone,Talktime of Rs. 2500 for Rs. 2500 recharge by Vodafone
16436,2600,2600,N.A,Recharge of Rs. 2600 by Vodafone,Talktime of Rs. 2600 for Rs. 2600 recharge by Vodafone
16437,2700,2700,N.A,Recharge of Rs. 2700 by Vodafone,Talktime of Rs. 2700 for Rs. 2700 recharge by Vodafone
16438,2800,2800,N.A,Recharge of Rs. 2800 by Vodafone,Talktime of Rs. 2800 for Rs. 2800 recharge by Vodafone
16439,2900,2900,N.A,Recharge of Rs. 2900 by Vodafone,Talktime of Rs. 2900 for Rs. 2900 recharge by Vodafone
16440,3200,3200,N.A,Recharge of Rs. 3200 by Vodafone,Talktime of Rs. 3200 for Rs. 3200 recharge by Vodafone
16441,3400,3400,N.A,Recharge of Rs. 3400 by Vodafone,Talktime of Rs. 3400 for Rs. 3400 recharge by Vodafone
16442,3500,3500,N.A,Recharge of Rs. 3500 by Vodafone,Talktime of Rs. 3500 for Rs. 3500 recharge by Vodafone
16443,5000,5000,N.A,Recharge of Rs. 5000 by Vodafone,Talktime of Rs. 5000 for Rs. 5000 recharge by Vodafone
