id,cost,talktime,validity,short description,long description
12938,23,,9 days,Recharge of Rs. 23 by RelianceGSM,All STD calls @ Rs.1.20/3 min
12939,43,,28 days,Recharge of Rs. 43 by RelianceGSM,All STD Calls @30p/min
12940,68,,28 days,Recharge of Rs. 68 by RelianceGSM,All STD Calls @25p/min
