id,cost,talktime,validity,comments
12918,3,,1 day,Local Reliance Call @15p/min -- 
12919,8,,1 day,All Mobile calls 30p/min
12920,21,,14 days,All Local calls @ 30p/min
12921,29,,4 days,UL R - R local (Night 11 - 6)
12922,32,,5 days,ALL local + STD Calls - 50 minutes 
12923,38,,28 days,All OnNet calls@ 15p/min
12924,41,,28 days,All Local Calls @30p/min
12925,48,,7 days,Local Rel-Rel - 120 mins 
12926,49,,3 days,Unlimited free calling to any Local Reliance number
12927,53,,28 days,All Mobile (local & STD) calls while at Home & Roaming at 40p/min & free Incoming calls while roaming
12928,62,,28 days,All Local & STD calls @30p/min
12929,64,,7 days,115 local + STD minutes
12930,88,,28 days,Local and STD Reliance Mobile calls @ 10p/min
12931,94,,14 days,Local Reliance 350 minutes
12932,97,,90 days,All Local & STD Calls @20p/min
12933,109,,14 days,200 local + STD minutes 
12934,128,,90 days,All local STD 40p/min in Home/Roaming area and Roaming incoming free
12935,148,,28 days,270 local+STD minutes 
12936,195,,14 days,Unlimited Local Reliance calls for 14 days
12937,296,,28 days,Unltd R2R Local Mobile calls
