id,cost,talktime,validity,short description,long description
2268,12,,84 days,Recharge of Rs. 12 by Airtel,"Local On net Mobile calls @25p/Min, Local Off Net Mobile calls @25p/Min, STD Mobile call @25p/Min, Landline call @2.5p/Sec -- Applicable only for new subscribers as FRC/SRC"
2269,49,,35 Days,Recharge of Rs. 49 by Airtel,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 449(T&C apply) -- Applicable only for new subscribers as FRC/SRC
2270,52,17,90 days,Recharge of Rs. 52 by Airtel,All Local & STD Mobile call @1.2p/sec -- 50 MB 3G Data (7 days) -- Applicable only for new subscribers as FRC/SRC
2271,56,45,90 days,Recharge of Rs. 56 by Airtel,All Local & STD Mobile call @1.2p/sec -- 50 MB 3G Data (7 days) -- Applicable only for new subscribers as FRC/SRC
2272,82,47,90 days,Recharge of Rs. 82 by Airtel,All Local & STD Mobile call @1.5p/sec -- 50 MB 3G Data (7 days) -- Applicable only for new subscribers as FRC/SRC
2273,144,,28 Days,Recharge of Rs. 144 by Airtel,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply -- Applicable only for new subscribers as FRC/SRC
2274,151,20,90 days,Recharge of Rs. 151 by Airtel,All Local & STD Mobile call @1.5p/sec -- 1 GB 3G Data (28 days) -- Applicable only for new subscribers as FRC/SRC
2275,199,,28 days,Recharge of Rs. 199 by Airtel,Unlimited Local + STD Airtel mobile -- 2 GB Data for 4G Handset and 1 GB Data for Others + 150 Local & std Other Minutes.T&C apply! -- Applicable only for new subscribers as FRC/SRC
2276,241,,28 days,Recharge of Rs. 241 by Airtel,Benefit: Unlimited Free all Local Calls -- 2 GB 4G Data (1 GB for other Handset)  -- Applicable only for new subscribers as FRC/SRC
2277,293,,84 days,Recharge of Rs. 293 by Airtel,4G handset with 4G SIM: Unlimited Local + STD Airtel mobile -- 1 GB/day (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
2278,344,,28 days,Recharge of Rs. 344 by Airtel,Unlimited all Local+STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
2279,449,,84 days,Recharge of Rs. 449 by Airtel,4G handset with 4G SIM: Unlimited All Local + STD -- 1 GB day Data (84days).Other handset: Unlimited All Local + STD -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
2280,1494,,90 days,Recharge of Rs. 1494 by Airtel,All Local & STD Mobile call @1.5p/sec -- 15 GB 3G Data -- Additional 15 GB can be claimed thru My App -- Applicable only for new subscribers as FRC/SRC
