id,cost,talktime,validity,comments
2224,6,,90 days,"Local calls @1.2p/Sec Mobile, STD calls @1.2p/Sec Mobile, 2.5p/Sec landline"
2225,9,,5 days,Local Mobile Call 30p/Min
2226,13,,5 days,Local Airtel mobile Call @ 10P/Min
2227,16,,28 days,Local Mobile calls @1p/sec
2228,17,,28 days,Local + STD Airtel Mobile Call @15p/Min (Daily 1st 2 minutes (Local + STD A2A) of Day @ 1.8p/Sec)
2229,18,,28 days,Local Mobile Call @30p/Min
2230,34,,56 days,Local Mobile Call @30p/Min
2231,36,,28 days,Local Airtel Mobile Call 10p/Min
2232,64,,28 days,"All Local+STD Airtel calls @15p/Min,"
2233,69,,8 days,All Local+STD mobile 6000 Seconds
2234,94,,28 days,200 Local+STD Mobile Minutes
2235,99,,3 days,All Local+STD Airtel calls FREE
2236,128,,28 days,300 Local Mobile Minutes
2237,147,,28 days,Free Local +STD Airtel to Airtel mobile calls -- 300 MB on 4G handsets (50 MB for other handsets) T&c Apply
2238,197,,3 days,Unlimited free all Local Calls -- T&C Apply
2239,198,,28 days,500 Local Mobile Minute
2240,225,,28 days,500 Local+STD Mobile Minute
2241,301,,4 days,Unlimited FREE ALL Local & STD calling
2242,309,,28 days,All Local+STD mobile 600 Minute
2243,799,,28 days,1700 Local Mobile Mins
