id,cost,talktime,validity,short description,long description
7733,4,,90 days,Recharge of Rs. 4 by Docomo,STD On-Net and Off-Net calls @ 25p/ min
7734,26,,27 days,Recharge of Rs. 26 by Docomo,"STD On-Net mobile calls @ 30p/min, STD Off-Net mobile calls @ 30p/min"
