id,cost,talktime,validity,comments
7667,45,45,7 days,Local Onnet SMS: 5 
7679,75,25,7 days,"On-Net Local & STD outgoing Calls at 30p/min, Rs25 Core Talktime "
7680,86,26,28 days,ISD calls to: Bahrain @Rs3.38/minIran @Rs6.56/minIraq @Rs12.17/minKuwait@Rs4.77/minLibya@Rs17.15/minOman @Rs15.39/minQatar @Rs9.86/minSaudi Arabia @Rs6.46/minYemen @Rs7.47/minUAE @Rs7.89/minPakistan @Rs6.50/min Bangladesh@Rs1.50/min
7681,92,40,7 days,"During Roaming on Tata/Aircel/Reliance Network, Local & STD outgoingCalls at 50p/min "
7701,301,,28 days,500 MB Data -- 600 Local + STD Mins
7702,302,,28 days,200 MB Data -- 800 Local + STD Mins
7703,303,,28 days,1 GB Data -- 400 Local + STD Mins
7704,348,,28 days,Local + Std Unltd Calls till 3000 Min; then L+S Calls @30p/m on TD Network -- Loc/STD Calls@1p/s on ICR Network -- 2 GB 2G data 
7705,501,,56 days,2 GB Data -- 700 Local + STD Mins
7706,502,,56 days,1 GB Data -- 1100 Local + STD Mins
7707,503,,56 days,3 GB Data -- 300 Local + STD Mins
7708,134,,28 days,Unlimited Free Incoming Calls and free 2G Data Pool Benefits while roaming
