id,cost,talktime,validity,comments
7686,5,,1 day,30 MB 2G Data
7687,15,,2 days,110 MB 2G Data
7688,24,,3 days,150 MB 2G Data
7689,28,,28 days,100 MB 2G Data
7690,32,,5 days,185 MB 2G Data
7691,65,,10 days,375 MB 2G Data
7692,66,,28 days,300 MB 2G Data
7693,95,,21 days,750 MB 2G Data
7694,98,,28 days,1 GB 2G Data
7695,125,,28 days,3 GB 2G data
7696,126,,28 days,1GB 2G Data
7697,149,,28 days,"1GB/Day (post 1GB/Day,VBC rate 10p/1MB will be applicable)"
7698,239,,28 days,4 GB 2G Data
7699,249,,56 days,2.5 GB 2G Data
7700,269,,28 days,5 GB 2G Data
