id,cost,talktime,validity,short description,long description
7739,222,222,30 days,Recharge of Rs. 222 by Docomo,Local On-Net mobile calls @ 1.5p/Sec -- Local Off-Net mobile calls @ 1.5p/Sec -- STD On-Net mobile calls @ 1.5p/Sec -- STD Off-Net mobile calls @ 1.5p/Sec -- Local/STD Mobile calls @ 1.5p/Sec -- Local SMS: Rs.1/sms -- STD SMS: Rs.1.5/sms -- Landline Local @ 2p/Sec -- Landline STD @ 2p/Sec -- Other Benefits: Half Rate Calling
7740,775,,180 days,Recharge of Rs. 775 by Docomo,Free Incoming Calls while roaming on any network across the country. -- Free Incoming Calls while roaming on any network across the country
