id,cost,talktime,validity,comments
15435,13,,2 days,130 Local Mins.
15436,16,,21 days,Local On-Net and Off - Net mobile calls @ 50p/min; STD On-Net and Off - Net mobile calls @ 30p/min -- Capping of 600 minutes
15437,19,,30 days,Local On-Net and Off - Net mobile calls @ 50p/min; STD On-Net and Off - Net mobile calls @ 30p/min -- Capping of 600 minutes
15438,23,,14 days,Local/STD Mobile calls @ 39p/ min
15439,24,,28 days,Local Mobile calls @ 39p/ min
15440,26,,14 days,Local/STD Mobile calls @ 39p/ min
15441,27,,28 days,Local On-Net mobile calls @ 15p/ min; STD On-Net mobile calls @ 20p/ min
15442,31,,14 days,130 Local On-Net Mins
15443,32,,28 days,Local/STD Mobile calls @ 40p/ min
15444,36,,28 days,Local/STD Mobile calls @ 39p/ min
15445,46,,28 days,Local/STD Mobile calls @ 39p/ min
15446,49,,28 days,Local On-Net mobile calls @ 20p/min -- Local Off-Net mobile calls @ 40p/ min -- STD On-Net mobile calls @ 40p/ min -- STD Off-Net mobile calls @ 40p/ min
15447,54,,28 days,Local On-Net mobile calls @ 40p/min -- Local Off-Net mobile calls @ 40p/min -- STD On-Net mobile calls @ 25p/min(Post 300 mins. all STD mobile calls @ 40p/ min.) -- STD Off-Net mobile calls @ 25p/min(Post 300 mins. all STD mobile calls @ 40p/ min.)
15448,58,,84 days,Local Mobile calls @ 39p/ min
15449,65,,14 days,265 Local On-Net Mins
15450,74,,21 days,400 Local On-Net Mins
15451,75,,28 days,300 Local On-Net Mins
15452,81,,14 days,240 Local Mins
15453,84,,28 days,450 Local On-Net Mins
15454,95,,28 days,Local On-Net Secs: 0p/sec (3 numbers)
15455,103,,28 days,Unlimited Tata calls (Local & STD)
15456,125,,21 days,1000 Local on-net mins
15457,134,,21 days,350 Local Mins
15458,135,,28 days,1250 Local On-Net Mins
15459,144,,21 days,375 Local Mins
15460,148,,14 days,600 mins of usage in Local and STD calls
15461,198,,28 days,575 Local Mins 
15462,246,,28 days,1000 mins of usage in local and STD calls
15463,299,,28 days,Local On-Net Secs: 0p/sec -- Local Mins: Daily 30 mins
15464,599,,30 days,Unlimited Local & STD On-Net secs. & daily 1800 Local Off-Net secs
