id,cost,talktime,validity,comments
16273,7,,1 hour,Unlimited V2V Local 
16274,9,,1 day,Unlimited Local V2V calls + 1p/s other local calls 
16275,26,,14 days,Local mobile calls @ 1.2p/2s
16276,29,,28 days,Local Vodafone Calls @10p/min
16277,41,,28 days,Local mobile calls @ 1.2p/2s
16278,49,,7 days,5100 local seconds
16279,56,,30 days,"All outgoing mobile calls (Local,STD&Roaming)@1p/sec. Free incoming calls while on roaming. Pack tariff benefits applicable across India. "
16280,57,,28 days,All India mobile calls @1.2p/2secs 
16281,59,,56 days,Local Vodafone Calls @10p/min
16282,78,,56 days,Local mobile calls @1.2p/2secs
16283,107,,14 days,"14,000 local seconds"
16284,109,,15 days,"10,000 local & STD Seconds"
16285,168,,90 days,All India mobile calls @1.2p/2secs
16286,201,,20 days,22500 local & STD seconds
16287,204,,28 days,36000 local mobile seconds
16288,399,,28 days,"51,000 local seconds"
