id,cost,talktime,validity,comments
11880,110,110,N.A,Talktime of Rs. 110 for Rs. 110 recharge by Idea
11881,150,150,N.A,Talktime of Rs. 150 for Rs. 150 recharge by Idea
11882,180,180,N.A,Talktime of Rs. 180 for Rs. 180 recharge by Idea
11883,300,300,N.A,Talktime of Rs. 300 for Rs. 300 recharge by Idea
11884,2000,2000,N.A,Talktime of Rs. 2000 for Rs. 2000 recharge by Idea
