id,cost,talktime,validity,comments
16121,55,65,7 days,5 Local Telenor to Telenor Night Min 
16122,75,80,5 days,5 Telenor to Telenor Local Night Minutes (5 days)
16125,215,215,30 days,200 minutes Local Telenor to Telenor night 
16129,15,11.21,30 days,5 Local Telenor to Telenor night Minutes
16131,25,24,5 days,5 Telenor to Telenor Local Night Minutes (5 days)
16134,42,32.59,6 days,5 Telenor to Telenor Local night min valid for 6 days
16135,45,35.14,5 days,10 Local Telenor to Telenor Night Minutes
16147,31,,28 days,Local and STD Calls @30p/min -- Local & STD SMS @30p/SMS
16157,135,,56 days,Unlimited Local/STD Telenor to Telenor calls -- 1 GB 2G/4G data
16158,298,,28 days,Unlimited Local/STD call -- 2GB Data -- Commercial Activity means calling 300 off-net mins/day or 1200 off-net mins in a week - Post that fixed tariff of 1p/2sec for off-net calls will apply for the remainder off day/week. Refer to T&C for more details. -- This STV should not be used for any Commercial Activity. 
16159,345,,28 days,Unlimited Local and STD calls + Unlimited 2G/4G DATA (FUP of 1 GB/Day will apply)
