id,cost,talktime,validity,comments
10711,6,,1 hour,Unlimited 2G Data
10712,7,,1 day,40 MB Data -- Overage: 4p/10KB
10713,15,,1 day,85 MB Data -- Overage: 4p/10KB  -- 
10714,18,,1 day,Unlimited Data -- 
10717,43,,28 days,150 MB Data -- Overage: 4p/10KB
10718,74,,2 days,1 GB Data -- Overage: 4p/10KB
10719,77,,28 days,260 MB Data -- Overage: 4p/10KB
10720,126,,15 days,700 MB Data -- Overage: 4p/10KB
10721,199,,28 days,Unlimited 2G Data (FUP@1.25 GB)
10722,251,,28 days,Unlimited -- After3 GB speed upto 20 Kbps and After4 GB speed upto 10 Kbps
