id,cost,talktime,validity,comments
17113,24,,2 days,95 MB 3G Data
17114,42,,4 days,160 MB 3G DATA
17115,146,,14 days,580 MB 3G Data
17116,147,,14 days,450 MB 3G DATA
17117,251,,30 days,1GB 3G Data Usage
17118,297,,30 days,1.25GB 3G Data Usage
17119,347,,30 days,1.5GB Data Usage
17120,397,,30 days,1.75GB 3G Data Usage
17121,497,,30 days,2.25GB 3G Data Usage
17122,655,,30 days,3GB UL 3G Data Usage (speed after 3GB is 64kbps)
17123,697,,30 days,3.5 GB UL 3G Data Usage (speed after 3.5GB is 64kbps)
17124,855,,30 days,5GB UL 3G Data Usage (speed after 5GB is 64kbps)
17125,1097,,30 days,8GB UL 3G Data Usage (speed after 8GB is 64kbps)
17126,1255,,30 days,10GB UL 3G Data Usage (speed after 10GB is 64kbps)
