id,cost,talktime,validity,comments
17079,205,205,30 days,Local @ 30p/Min and STD Calls @ 35p/Min -- 200 MB internet for 3 months.
17082,300,300,N.A,1 SMS valid 1 day
17094,111,91.07,N.A,1 SMS valid 1 day
17095,199,165.64,N.A,1 SMS valid 1 day
17106,148,,28 days,Unlimitted Vodafone Local & STD calls -- 500MB 2G
17110,301,,28 days,Unlimitted All Local & STD calls -- 2 GB 2G Data
17111,48,,7 days,Unlimited local + std V2V calls -- 250 MB 2G Data  
17112,88,,7 days,Unlimited local + std V2V + 100 Min V2O local + std calls -- 250 MB 2G Data
