id,cost,talktime,validity,comments
17155,27,,30 days,"Nepal Calling 6.99/min, US/ CANADA (Mobile & LL)-1.99/ Min, UK-ll / NEW ZEALAND -ll / AUSTRALIA-LL-2.99/ Min"
17156,33,,60 days,"US, Canada Mobile Calls @ 75p/minTibet/ China Calls @ Re1/min"
17157,575,,1 day,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17158,673,,10 days,"Incoming calls @ Rs 39/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms -- Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
17159,1151,,2 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17160,1684,,30 days,Free 30 Incoming minutes In International Roaming post which Incoming calls@39 Rs/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/SMS.
17161,1725,,3 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17162,2301,,4 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17163,2875,,7 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17164,4025,,10 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17165,5751,,30 days,"UNLIMITED FREE data & calls while travelling in US, UAE and SingaporeIn 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
