id,cost,talktime,validity,comments
14911,4,,1 day,All Local & STD Mobile calls @ 30p/min
14912,8,,2 days,Local Onnet calls @ 15p/min and other Local + STD calls @ 35p/min
14913,9,,1 day,60 Local R2R mins
14914,11,,3 days,Local onnet Mobile calls @ 15p/min and other local and STD Mobile calls @ 35p/min
14915,12,,2 days,Local Onnet calls @ 10p/min
14916,15,,21 days,Local/STD calls @ 50p/mins
14917,19,,14 days,All Local & STD Mobile calls @ 30p/min
14918,23,,14 days,Onnet Mobile calls @10p/min
14919,28,,2 days,70 All Local Minutes
14920,31,,28 days,All Local & STD Mobile calls @ 35p/min
14921,33,,7 days,4000 Local/STD sec
14922,35,,28 days,All Local & STD Mobile calls @ 30p/min
14923,43,,28 days,Onnet Mobile calls @10p/min
14924,53,,28 days,Local & STD R2R calls @ 10p/min + Other Local & STD Mobile calls @ 30p/min
14925,59,,28 days,All Local Mobile calls @ 20p/min
14926,62,,90 days,All Local & STD Calls @35p
14927,91,,7 days,Local + STD Onnet calls @ 10p/min
14928,95,,7 days,Unlimited Local R2R Calls
14929,99,,7 days,Unlimited Local Onnet calls
14930,105,,28 days,1200 Local R2R Minutes
14931,203,,28 days,1000 All Local Calling Minutes
14932,425,,28 days,UNLIMITED Local + STD Onnet Mobile calls -- Free daily other calling 30 mins
14933,497,,28 days,"1,00,000 Local + STD seconds"
