id,cost,talktime,validity,short description,long description
1449,11,,28 days,Recharge of Rs. 11 by Aircel,Nepal Calling @9/min
1450,18,,27 days,Recharge of Rs. 18 by Aircel,US/UK(F)/Canada @Re1/min (restricted destinations)Nepal @Rs.9/minSaudi Arabia/Srilanka/Kuwait @11/minBangladesh @Rs.2.7p/secMalaysia @Rs. 3.3p/minSingapore @Rs. 3.60/minUAE@Rs. 10/min
1451,27,,28 days,Recharge of Rs. 27 by Aircel,"America-US, Canada (restricted destinations) @1p/secAsia - Singapore, China, Malaysia(F), South Korea(F) @6p/secEurope - UK(F), France(F), Hungary(F), Ireland(F) @1p/sec Additional destinations - Nepal @15p/secBangladesh @4p/secUAE @20p/secSrilanka @21p/secSaudi Arabia/Kuwait @15p/sec"
