id,cost,talktime,validity,short description,long description
10817,10,7.47,N.A,Recharge of Rs. 10 by Idea,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
10819,20,14.95,N.A,Recharge of Rs. 20 by Idea,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
10820,30,22.42,N.A,Recharge of Rs. 30 by Idea,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
10824,40,30.9,N.A,Recharge of Rs. 40 by Idea,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
10825,50,39.37,N.A,Recharge of Rs. 50 by Idea,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
10830,70,56.32,N.A,Recharge of Rs. 70 by Idea,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
10833,80,64.8,N.A,Recharge of Rs. 80 by Idea,Talktime of Rs. 64.8 for Rs. 80 recharge by Idea
10834,90,73.27,N.A,Recharge of Rs. 90 by Idea,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
10836,100,81.75,N.A,Recharge of Rs. 100 by Idea,Talktime of Rs. 81.75 for Rs. 100 recharge by Idea
10838,110,90.22,N.A,Recharge of Rs. 110 by Idea,Talktime of Rs. 90.22 for Rs. 110 recharge by Idea
10839,120,98.69,N.A,Recharge of Rs. 120 by Idea,Talktime of Rs. 98.69 for Rs. 120 recharge by Idea
10840,130,107.17,N.A,Recharge of Rs. 130 by Idea,Talktime of Rs. 107.17 for Rs. 130 recharge by Idea
10842,140,115.64,N.A,Recharge of Rs. 140 by Idea,Talktime of Rs. 115.64 for Rs. 140 recharge by Idea
10844,150,124.12,N.A,Recharge of Rs. 150 by Idea,Talktime of Rs. 124.12 for Rs. 150 recharge by Idea
10846,170,141.07,N.A,Recharge of Rs. 170 by Idea,Talktime of Rs. 141.07 for Rs. 170 recharge by Idea
10847,190,158.02,N.A,Recharge of Rs. 190 by Idea,Talktime of Rs. 158.02 for Rs. 190 recharge by Idea
10849,200,190,N.A,Recharge of Rs. 200 by Idea,Talktime of Rs. 190 for Rs. 200 recharge by Idea
10852,210,174.97,N.A,Recharge of Rs. 210 by Idea,Talktime of Rs. 174.97 for Rs. 210 recharge by Idea
10854,240,200.39,N.A,Recharge of Rs. 240 by Idea,Talktime of Rs. 200.39 for Rs. 240 recharge by Idea
10855,250,208.86,N.A,Recharge of Rs. 250 by Idea,Talktime of Rs. 208.86 for Rs. 250 recharge by Idea
10856,290,242.76,N.A,Recharge of Rs. 290 by Idea,Talktime of Rs. 242.76 for Rs. 290 recharge by Idea
10857,310,259.71,N.A,Recharge of Rs. 310 by Idea,Talktime of Rs. 259.71 for Rs. 310 recharge by Idea
10858,400,335.98,N.A,Recharge of Rs. 400 by Idea,Talktime of Rs. 335.98 for Rs. 400 recharge by Idea
10860,450,378.36,N.A,Recharge of Rs. 450 by Idea,Talktime of Rs. 378.36 for Rs. 450 recharge by Idea
10861,510,429.2,N.A,Recharge of Rs. 510 by Idea,Talktime of Rs. 429.2 for Rs. 510 recharge by Idea
10862,550,463.1,N.A,Recharge of Rs. 550 by Idea,Talktime of Rs. 463.1 for Rs. 550 recharge by Idea
10863,600,505.47,N.A,Recharge of Rs. 600 by Idea,Talktime of Rs. 505.47 for Rs. 600 recharge by Idea
10864,650,547.85,N.A,Recharge of Rs. 650 by Idea,Talktime of Rs. 547.85 for Rs. 650 recharge by Idea
10865,850,717.34,N.A,Recharge of Rs. 850 by Idea,Talktime of Rs. 717.34 for Rs. 850 recharge by Idea
10866,1100,929.2,N.A,Recharge of Rs. 1100 by Idea,Talktime of Rs. 929.2 for Rs. 1100 recharge by Idea
10867,1350,1141.07,N.A,Recharge of Rs. 1350 by Idea,Talktime of Rs. 1141.07 for Rs. 1350 recharge by Idea
10868,1600,1352.93,N.A,Recharge of Rs. 1600 by Idea,Talktime of Rs. 1352.93 for Rs. 1600 recharge by Idea
10869,2200,1861.41,N.A,Recharge of Rs. 2200 by Idea,Talktime of Rs. 1861.41 for Rs. 2200 recharge by Idea
