id,cost,talktime,validity,short description,long description
13838,7,,90 days,Recharge of Rs. 7 by RelianceGSM,All Local and STD calls @ 1paisa per second
13839,8,,2 days,Recharge of Rs. 8 by RelianceGSM,Local Reliance Voice calls @10p/min and other Local and STD voice calls @30p/min
13840,16,,3 days,Recharge of Rs. 16 by RelianceGSM,Local Reliance Voice calls at 10p/min and other Local and STD voice calls at 30p/min for 3 days
13841,17,,2 days,Recharge of Rs. 17 by RelianceGSM,150 minutes for local R2R calls
13842,18,,14 days,Recharge of Rs. 18 by RelianceGSM,All Local mobile calls@25p/min for 14 days
13843,21,,28 days,Recharge of Rs. 21 by RelianceGSM,All Calls at 20p/min
13844,26,,2 days,Recharge of Rs. 26 by RelianceGSM,Local and STD Reliance calls@20p/min
13845,28,,28 days,Recharge of Rs. 28 by RelianceGSM,"All local calls @ 1.2p/2sec, STD calls @ 2p/sec"
13846,31,,28 days,Recharge of Rs. 31 by RelianceGSM,All local calls @ 10p/min for 1st 100 minutes post which all local calls @ 30p/min
13847,34,,90 days,Recharge of Rs. 34 by RelianceGSM,All mobile calls @35p/min
13848,35,,28 days,Recharge of Rs. 35 by RelianceGSM,All local / STD mobile calls @ 30p/min 
13849,43,,14 days,Recharge of Rs. 43 by RelianceGSM,4500 seconds for all local mobile calls
13850,45,,90 days,Recharge of Rs. 45 by RelianceGSM,All Local & STD Calls @20p/min
13851,47,,30 days,Recharge of Rs. 47 by RelianceGSM,Local/STD calls in Home and National Roaming location at 35p/min & Incoming Free while National Roaming
13852,53,,28 days,Recharge of Rs. 53 by RelianceGSM,"All local / STD R2R calls @ 15p/min, All other local / STD mobile calls @ 25p/min"
13853,55,,21 days,Recharge of Rs. 55 by RelianceGSM,7500 seconds for all local mobile calls.
13854,68,,14 days,Recharge of Rs. 68 by RelianceGSM,Unlimited Local Reliance to Reliance calls
13855,78,,28 days,Recharge of Rs. 78 by RelianceGSM,150 minutes for all local mobile calls
13856,88,,28 days,Recharge of Rs. 88 by RelianceGSM,Unlimited Local Reliance to Reliance calls
13857,89,,7 days,Recharge of Rs. 89 by RelianceGSM,Local and STD Reliance calls@20p/min
13858,95,,90 days,Recharge of Rs. 95 by RelianceGSM,All Local & STD mobile calls @ 30p/min
13859,124,,21 days,Recharge of Rs. 124 by RelianceGSM,275 minutes for all local / STD calls
13860,197,,28 days,Recharge of Rs. 197 by RelianceGSM,520 minutes for all local calls
13861,198,,28 days,Recharge of Rs. 198 by RelianceGSM,"Unlimited local reliance to reliance seconds and 30,000 seconds local reliance to others."
