id,cost,talktime,validity,comments
11619,7,,1 day,25 MB Data Loan (Recovery of Rs 7 from next recharge.Criteria-Main Balance less than Rs7 and no other pending Loan) -- Overage: 4p/10Kb -- 
11620,7,,1 day,40 MB Data -- Overage: 4p/10Kb -- 
11621,13,,2 days,75 MB Data -- Overage: 4p/10Kb  -- 
11622,14,,2 days,45 MB day + 45MB Night -- Overage: 4p/10Kb -- 
11623,15,,2 days,60 MB Data -- Overage: 4p/10Kb -- 
11624,17,,1 day,2G Data -- Overage: 4p/10Kb -- 
11625,17,,2 days,90 MB Data -- Overage: 4p/10Kb  -- 
11627,28,,4 days,90 MB Data + 90 MB Night Data -- Overage: 4p/10Kb  -- 
11628,33,,5 days,190 MB Data -- Overage: 4p/10Kb -- 
11629,41,,28 days,175 MB (24 Hrs) + 175 MB (Night 12am-6am) Data -- Overage: 4p/10Kb -- 
11631,47,,14 days,"Upto 1 GB 2G Data, Minimum 270 MB -- Overage: 4p/10Kb"
11632,52,,7 days,300 MB Data -- Overage: 4p/10Kb -- 
11633,75,,28 days,400 MB Data -- Overage: 4p/10Kb -- 
11634,75,,28 days,1 GB 2G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 498
11635,84,,7 days,1 GB with FUP -- FUP limit: Speed Upto 10kbps post 1GB  -- Overage: 4p/10Kb  -- 
11636,94,,14 days,540 MB Data -- Overage: 4p/10Kb
11638,101,,14 days,575 MB Data -- Overage: 4p/10Kb
11639,125,,18 days,700 MB Data -- Overage: 4p/10Kb  -- 
11640,147,,21 days,840 MB Data -- Overage: 4p/10Kb
11641,155,,21 days,850 MB Data -- Overage: 4p/10Kb -- 
11642,173,,27 days,1 GB Data -- Overage: 4p/10Kb
11643,199,,28 days,Unlimited Data -- FUP limit: Speed Upto 10kbps post 2GB usage  -- 
11646,248,,28 days,Unlimited Data -- FUP limit: Speed Upto 10kbps post 3GB usage
11647,255,,28 days,Unlimited Data -- FUP limit: Speed Upto 40kbps post 3GB usage
11648,259,,28 days,Unlimited Data -- FUP limit: Speed Upto 10kbps post 3.1GB usage
11654,453,,28 days,4 GB Data + Unlimited (Only for One Plus 3 H/S) -- Overage: 4p/10Kb -- FUP limit: Speed Upto 40kbps post 4 GB usage
11656,656,,28 days,6 GB Data + Unlimited (Only for One Plus 3 H/S) -- Overage: 4p/10Kb -- FUP limit: Speed Upto 40kbps post 6GB usage
11661,998,,365 days,10 GB Data -- Overage: 4p/10Kb
