id,cost,talktime,validity,comments
18367,7,,1 hour,Unlimited V2V Local 
18368,15,,1 day,50 Local Vodafone Minutes
18369,21,,28 days,All local vodafone mobile calls @ 20p/min 
18370,27,,30 days,All Local mobile calls @ 30p/min
18371,31,,28 days,All Local mobile calls @ 35p/min
18372,38,,45 days,All Local mobile calls @ 30p/min
18373,42,,28 days,All Local/STD mobile calls @ 40p/min
18374,43,,14 days,All Local Vodafone mobile calls @ 10p/min
18375,49,,45 days,All Local Vodafone mobile calls @ 15p/min
18376,59,,28 days,All Local Vodafone mobile calls @ 10p/min
18377,64,,75 days,All Local Mobile calls @ 35p/min
18378,65,,90 days,All local vodafone mobile calls @ 20p/min
18379,66,,30 days,"All outgoing calls (Local , STD, Roaming) @ 1p/se -- No additional charges for Roaming.Standard rates apply for land line calls."
18380,74,,45 days,All Local Vodafone mobile calls @ 10p/min
18381,81,,90 days,All local mobile calls @ 30p/min
18382,84,,60 days,All local/ STD mobile calls @40p/Min
18383,86,,35 days,All Local Vodafone mobile calls @ 10p/min
18384,91,,75 days,All local mobile calls @30p/min
18385,101,,14 days,160 Local and STD mobile minutes
18386,110,,21 days,200 Local Vodafone mobile minutes
18387,169,,120 days,All local/STD mobile calls @40p/Min
18388,195,,150 days,All Local Mobile calls @ 30p/min
18389,205,,28 days,410 Local + STD mobile minutes
