id,cost,talktime,validity,comments
9987,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
9988,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
9989,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
9990,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
9992,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
9993,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Idea
9994,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
9995,80,72,NA,Magic Recharge. Customer gets surprise talktime between Rs.72 to Rs.110
9996,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
9997,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Idea
9999,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by Idea
10000,120,98.69,N.A,Talktime of Rs. 98.69 for Rs. 120 recharge by Idea
10001,130,107.17,N.A,Talktime of Rs. 107.17 for Rs. 130 recharge by Idea
10002,150,145,N.A,Talktime of Rs. 145 for Rs. 150 recharge by Idea
10003,160,132.59,N.A,Talktime of Rs. 132.59 for Rs. 160 recharge by Idea
10004,190,158.02,N.A,Talktime of Rs. 158.02 for Rs. 190 recharge by Idea
10005,200,190,N.A,Talktime of Rs. 190 for Rs. 200 recharge by Idea
