id,cost,talktime,validity,comments
10029,31,,1 Night,Unlimited 4G/3G/2G Data (12 Am to 6 Am)  -- 
10035,248,,28 days,"Unlimited Local mobile calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 50 MB 2G/3G/4G data (4G handset users will get additional 1 GB 2G/3G/4G data) -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- This STV should not be used for any commercial activity. "
10037,357,,28 days,"Unlimited LOCAL/STD + 1GB/Day 4G/3G/2G DATA -- **Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable"
10039,696,,84 days,"Unlimited Local + STD + Home + Roam+ 6GB 4G/3G/2G DATA -- **Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable"
10040,697,,84 days,"Unlimited Voice Home + Roaming + 1.5GB/Day (4G H/S) or 6GB (for non 4G H/S) 4G/3G/2G DATA -- **Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable"
10041,896,,84 days,"Unlimited Local + STD + Home + Roam+ 15GB 4G/3G/2G DATA -- **Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable"
10042,897,,84 days,"Unlimited Voice Home + Roaming + 2GB/Day (4G H/S) or 15GB (for non 4G H/S) 4G/3G/2G DATA -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable "
10043,1196,,84 days,"Unlimited Local + STD + Home + Roam+ 30GB 4G/3G/2G DATA -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable "
10044,1197,,84 days,"Unlimited Voice Home + Roaming + 2.5GB/Day (4G H/S) or 30 GB (for non 4G H/S) 4G/3G/2G DATA -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable "
10045,144,,28 days,"Unlimited On Net local/STD mobile calls -- 50 MB 2G/3G/4G data (4G handset users will get additional 250 MB 2G/3G/4G data) -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable. -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- This STV should not be used for any commercial activity. "
